GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Owners,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,Mine Type,Mining Method,"Mine Size
(Km2)","Mine Depth
(m)",Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Opening Year,Closing Year,Reason for Closure,Mine Site Status,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Primary Consumer, Destination Name","Primary Consumer, Destination GEM Wiki",Reported Coal Mine Methane Emissions (thousand tonnes CH4),Reported Coal Mine Methane Emissions (thousand tonnes CO2 equivalent),Year of Reported Coal Mine Methane Emissions,Reference Type,Source ID,Has mine boundary and methane emissions sources data,Has associated plume data,Has associated CMM mitigation data
M6119,3609345,United States,Job 121 (Gulf USA),,,"AMFIRE Mining Company, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Snow Shoe,,Pennsylvania,Northern America,Americas,"41,030833","-77,949444",Approximate,,,,,,,,,N,N,N
M6120,1517302,United States,Job No 17,,,LCC Kentucky LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Ransom,,Kentucky,Northern America,Americas,"37,541111","-82,2075",Approximate,,,,,,,,,N,N,N
M2818,1518418,United States,Joe's Run Coal Mine,,,Western Kentucky Minerals Inc,,Western Kentucky Minerals,USA,,"0,21",,Surface,Open Pit,"3,05",75,Estimate,24,Exact,Bituminous,,2001,2022,,Abandoned,Illinois Basin,,Daviess County,Kentucky,Northern America,Americas,"37,744928","-86,894387",Exact,,,,,,,,,N,N,N
M3498,1519536,United States,Joes Run Auger No. 26,,,Western Kentucky Minerals Inc,,natural persons [100%],USA,,0,,Surface,Open Pit,,75,Estimate,,Estimate,Bituminous,,2010,,,Abandoned,,,Daviess County,Kentucky,Northern America,Americas,"37,738333","-86,905556",Exact,,,,,,,,,N,N,N
M6122,4502967,United States,John Henry No. 1 Coal Mine,,,Pacific Coast Coal Company,,,,"0,076",,,Surface,Open Pit,"1,9",75,Estimate,30,Estimate,Bituminous,Thermal,1986,2021,Safety hazards,Rehabilitation,,Black Diamond,,Washington,Northern America,Americas,"47,3177487","-122,0262021",Exact,Other Industrial,,,,,,,,N,N,N
M7100,103504,United States,John Poe Mine,,,,,Ridgeholm Energy Partners LLC,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Alabama,Northern America,Americas,"34,678056","-85,764167",Approximate,,,,,,,,,N,N,N
M6123,3609261,United States,John Shingara No. 1,,,John Shingara,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2018,,Abandoned,,Trevorton,,Pennsylvania,Northern America,Americas,"40,754722","-76,6825",Approximate,,,,,,,,,N,N,N
M6124,3609362,United States,Johnson Operation,,,C M T Energy Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,St. Lawrence,,Pennsylvania,Northern America,Americas,"40,663889","-78,651111",Approximate,,,,,,,,,N,N,N
M6125,1518589,United States,Jones Fork E-3,,,Kentucky Fuel Corporation,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,Abandoned,,Mousie,,Kentucky,Northern America,Americas,"37,394722","-82,96",Approximate,,,,,,,,,N,N,N
M2528,1103241,United States,Jordan Coal Mine,,,Elk Land Holdings,,Elk Land Holdings,USA,,,,Surface,Open Pit,"6,84",75,Estimate,3,Exact,Bituminous,,,2020,,Abandoned,Illinois Basin,,,Illinois,Northern America,Americas,"37,993055","-89,567777",Exact,,,No production since 2019,,,,,,N,N,N
M6126,4607191,United States,Josephine No 2 Mine,,,Pocahontas Coal Company LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Josephine,,West Virginia,Northern America,Americas,"37,596667","-81,243889",Approximate,,,,,,,,,N,N,N
M6127,4608266,United States,Josephine No 3 Mine,,,Pocahontas Coal Company LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Josephine,,West Virginia,Northern America,Americas,"37,616389","-81,2125",Approximate,,,,,,,,,N,N,N
M3501,1519856,United States,Josie No. 3 Mine,,,American Highwall Mining LLC,,natural persons [100%],USA,,0,,Surface,Open Pit,,75,Estimate,,Estimate,Bituminous,,2019,2024,,Abandoned,,,Whitley County,Kentucky,Northern America,Americas,"36,918056","-84,101667",Exact,,,,,,,,,N,N,N
M6128,3610170,United States,Joy Global BB0,,,Ohio HD Video,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Franklin,,Pennsylvania,Northern America,Americas,"40,677778","-79,999722",Approximate,,,,,,,,,N,N,N
M6129,3609865,United States,JSJK Coal,,,JSJK Inc,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Shamokin,,Pennsylvania,Northern America,Americas,"40,764722","-76,585833",Approximate,,,,,,,,,N,N,N
M6130,1518277,United States,K-3,,,"Harlan Cumberland Coal Company, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Louellen,,Kentucky,Northern America,Americas,"36,912778","-83,093611",Approximate,,,,,,,,,N,N,N
M6131,1516457,United States,K-4 Mine,,,"Rex Coal Company, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,,,Closplint,,Kentucky,Northern America,Americas,"36,896111","-83,061667",Approximate,,,,,,,,,N,N,N
M6132,1519117,United States,K-6,,,Harlan Cumberland Coal LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Grays Knob,,Kentucky,Northern America,Americas,"36,89","-83,115278",Approximate,,,,,,,,,N,N,N
M3506,1519882,United States,K-7 Coal Mine,,,4TH Gen Fuels LLC,,natural persons [100%],USA,,0,,Surface,,,75,Estimate,,Estimate,Bituminous,,2020,2023,,,,,Harlan County,Kentucky,Northern America,Americas,"36,936944","-83,116389",Exact,,,,,,,,,N,N,N
M7101,1519857,United States,K-Island Mine #1,,,K-Island Resources LLC,,Straight Creek Holding Corporation,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,Bell County,Kentucky,Northern America,Americas,"36,782222","-83,608056",Approximate,,,,,,,,,N,N,N
M6134,3609180,United States,Kaltenbaugh Job,,,"Elk Lick Energy, Inc.",,,,,,,Surface,,"2,88",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Ralphton,,Pennsylvania,Northern America,Americas,"40,126111","-79,017778",Approximate,,,,,,,,,N,N,N
M6135,3609451,United States,Kaska,,,J J & W Coal,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2016,,Abandoned,,Kaska,,Pennsylvania,Northern America,Americas,"40,544722","-76,082222",Approximate,,,,,,,,,N,N,N
M6136,3610175,United States,Kaska Mine,,,"Char-Pac Coal Co., LLC",,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,New Philadelphia,,Pennsylvania,Northern America,Americas,"40,730278","-76,103333",Approximate,,,,,,,,,N,N,N
M6137,201195,United States,Kayenta Coal Mine,,,Peabody Energy,,,,"3,63",,2019,Surface,Open Pit,"161,8",75,Estimate,,,Bituminous,Thermal,1973,2019,Closure of power plant,Rehabilitation,,Kayenta,,Arizona,Northern America,Americas,"36,526667","-110,431111",Approximate,Coal Plant,Navajo Generating Station,https://www.gem.wiki/Navajo_Generating_Station,,,,,,N,N,N
M7102,1519886,United States,Keck #1,,,James Michael Roan,,"JMR Resources, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"36,940556","-82,720556",Approximate,,,,,,,,,N,N,N
M6138,3609364,United States,Keck Strips,,,Timothy A. Keck,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Summerville,,Pennsylvania,Northern America,Americas,"41,091389","-79,255278",Approximate,,,,,,,,,N,N,N
M6139,100563,United States,Kellerman Prep Plant,,,"Warrior Met Coal Mining, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Kellerman,,Alabama,Northern America,Americas,"33,334722","-87,413889",Approximate,,,,,,,,,N,N,N
M6140,1800770,United States,Kelly Mine,,,"WPO, Inc",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Oakland,,Maryland,Northern America,Americas,"39,258056","-79,454722",Approximate,,,,,,,,,N,N,N
M6141,1519609,United States,Kentucky Energy LLC Job #2,,,Kentucky Energy LLC,,,,,,,Surface,,"1,1",75,Estimate,,,Bituminous,,,2022,,Abandoned,,Martha,,Kentucky,Northern America,Americas,"38,025","-82,977778",Approximate,,,,,,,,,N,N,N
M6142,1518525,United States,Kentucky River Surface Mine,,,Kentucky Fuel Corporation,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Haddix,,Kentucky,Northern America,Americas,"37,28","-83,502778",Approximate,,,,,,,,,N,N,N
M7103,4609287,United States,Kepler Sewell Mine,,,Alpha Metallurgical Resources Inc,,Road Fork Development Company LLC,,,,,Underground,,,373,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,5725","-81,571667",Approximate,,,,,,,,,N,N,N
M7104,103484,United States,Kimberly Mine,,,,,"Alden Resources, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Alabama,Northern America,Americas,"33,739722","-86,851389",Approximate,,,,,,,,,N,N,N
M6143,505119,United States,King III,,,GCC Energy,,,,,,,Underground,,,373,Estimate,,,Anthracite,,,2022,,Abandoned,,Hesperus,,Colorado,Northern America,Americas,"37,249444","-108,126944",Approximate,,,,,,,,,N,N,N
M3511,1519854,United States,King Mountain Mine,,,Alden Resources LLC,,,,,,,Surface,,"0,07",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Williamsburg,,Kentucky,Northern America,Americas,"36,767778","-84,137778",Approximate,,,,,,,,,N,N,N
M7105,1519739,United States,Kings Creek,,,Ocie A May; Robert K Williams,,"Wilmay Land Holdings, LLC.",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,034444","-82,921111",Approximate,,,,,,,,,N,N,N
M3512,4608625,United States,Kingston No 1 Coal Mine,,,Alpha Metallurgical Resources Inc,,Alpha Metallurgical Resources,USA,,"0,53",,Underground,,,373,Estimate,51,Estimate,Bituminous,,,2020,,Abandoned,,,,West Virginia,Northern America,Americas,"37,931667","-81,284722",Exact,,,,,,,,,N,N,N
M6145,3610009,United States,Kingston West,,,Unity Mines LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,,,Latrobe,,Pennsylvania,Northern America,Americas,"40,359722","-79,385833",Approximate,,,,,,,,,N,N,N
M6146,3609554,United States,Kinnard Mine,,,Bedrock Mines L P,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Kittanning,,Pennsylvania,Northern America,Americas,"40,677778","-79,999722",Approximate,,,,,,,,,N,N,N
M6147,3609391,United States,Kinnear Mine,,,"M&J Excavation, Inc.",,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2016,,Abandoned,,New Philadelphia,,Pennsylvania,Northern America,Americas,"40,729167","-76,116389",Approximate,,,,,,,,,N,N,N
M6148,3304695,United States,Kirk,,,Rosebud Mining Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Bergholz,,Ohio,Northern America,Americas,"40,503611","-80,850556",Approximate,,,,,,,,,N,N,N
M7106,3304687,United States,KLM #7,,,J Clifford Forrest III,,Rosebud Mining Company,,,,,Underground,,,373,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Ohio,Northern America,Americas,"40,333056","-81,26",Approximate,,,,,,,,,N,N,N
M7107,,United States,Knox Creek Jawbone Mine,,,Ramaco Resources,,Ramaco Resources Inc,USA,,,,,,,,,,,,,,2024,Economically unviable,,,,,,Northern America,Americas,,,,,,,,,,,,N,N,N
M6149,3609045,United States,Kondrla Strip,,,Kondrla Excavating & Hauling,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Smithfield; Nickelson Township,,Pennsylvania,Northern America,Americas,"39,803056","-79,808056",Approximate,,,,,,,,,N,N,N
M6150,4609489,United States,Kuhn Ridge Surface Mine,,,"Greenbrier Minerals, LLC",,,,,,,Surface,,"4,99",75,Estimate,,,Bituminous,,,2022,,Abandoned,,Rupert,,West Virginia,Northern America,Americas,"38,010833","-80,551111",Approximate,,,,,,,,,N,N,N
M6151,1518925,United States,KY 11,,,"Straight Creek Coal Mining, Inc",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Beverly,,Kentucky,Northern America,Americas,"36,929444","-83,53",Approximate,,,,,,,,,N,N,N
M6152,1519426,United States,Ky No 6,,,"Revelation Energy, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Stoney Fork,,Kentucky,Northern America,Americas,"36,878889","-83,48",Approximate,,,,,,,,,N,N,N
M6153,1519170,United States,Ky No. 5,,,"Revelation Energy, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Harlan,,Kentucky,Northern America,Americas,"36,865556","-83,515278",Approximate,,,,,,,,,N,N,N
M6154,3605451,United States,L & E Buck Stripping,,,L & E Coal Company,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2018,,Abandoned,,Centralia,,Pennsylvania,Northern America,Americas,"40,803056","-76,376389",Approximate,,,,,,,,,N,N,N
M6155,4609000,United States,Lane Ridge Surface Mine,,,Nesco Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Sago,,West Virginia,Northern America,Americas,"38,916111","-80,239167",Approximate,,,,,,,,,N,N,N
M6156,1800756,United States,Laoc Strip #1,,,Laoc Corporation,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Deer Park,,Maryland,Northern America,Americas,"39,255833","-79,456111",Approximate,,,,,,,,,N,N,N
M7108,4609148,United States,Laurel Coalburg Tunnel Mine,,,Alpha Metallurgical Resources Inc,,Mammoth Coal Co,,,,,Underground,,,373,Estimate,,,Bituminous,,,2024,,,,,,West Virginia,Northern America,Americas,"38,274167","-81,328056",Approximate,,,,,,,,,N,N,N
M6157,4609368,United States,Laurel Creek No. 1 Surface Mine,,,Tams Management Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Ghent,,West Virginia,Northern America,Americas,"37,6225","-81,155278",Approximate,,,,,,,,,N,N,N
M6158,4406444,United States,Laurel Mountain,,,"Dickenson-Russell Coal Company, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Cleveland,,Virginia,Northern America,Americas,"36,985833","-82,183056",Approximate,,,,0,0,2015,national government data,,N,N,N
M7109,3608705,United States,Laurel Ridge #1,,,Roger A Thomas; Miriam R Thomas,,RAMM Coal Inc.,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Pennsylvania,Northern America,Americas,"41,098889","-78,702778",Approximate,,,,,,,,,N,N,N
M6159,4609408,United States,Laurita Surface Mine,,,SCJL Co-Leasing Corp. Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Everettville,,West Virginia,Northern America,Americas,"39,551944","-80,065278",Approximate,,,,,,,,,N,N,N
M6160,3609173,United States,Lee Coal Contracting Inc,,,Lee Coal Contracting Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Winburne,,Pennsylvania,Northern America,Americas,"40,976944","-78,155556",Approximate,,,,,,,,,N,N,N
M5541,,China,Hebei Yushugou Coal Mine,,沽源金牛能源公司榆树沟煤矿,Guyuan Jinniu Energy Co Ltd,沽源金牛能源公司,,,"1,2",,,Underground,,,456,Estimate,,Estimate,,,,2018,,,,河北省张家口市塞北管理区榆树沟村,Zhangjiakou,Hebei,Eastern Asia,Asia,"41,86614","115,806328",Approximate,,,,,,,,,N,N,N
M6162,3609465,United States,Lehr Stripping Operation,,,Gale Mining Co,,,,,,,Surface,,"1,25",75,Estimate,,,Anthracite,,,2022,,Abandoned,,Lincoln,,Pennsylvania,Northern America,Americas,"40,595556","-76,4525",Approximate,,,,,,,,,N,N,N
M6163,1519790,United States,Letcher 1,,,"Sand Contracting, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Van,,Kentucky,Northern America,Americas,"37,122778","-82,743611",Approximate,,,,,,,,,N,N,N
M7110,1519794,United States,Letcher 1A,,,Sandra Parks,,Sand Contracting LLC,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,233611","-82,595278",Approximate,,,,,,,,,N,N,N
M7111,1519511,United States,LEWIS CREEK,,,"ACNR Holdings, Inc",,"Kentucky Land Resources, Inc.",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,351389","-86,993333",Approximate,,,,,,,,,N,N,N
M2531,1519083,United States,Lewis Creek Coal Mine,,,Kentucky Land Resources Inc,,American Consolidated Natural Resources Inc,USA,,,,Surface,Open Pit,"9,99",75,Estimate,2,Exact,Bituminous,,2007,2011,,Abandoned,Illinois Basin,,,Kentucky,Northern America,Americas,"37,410859","-86,978274",Exact,,,,,,,,,N,N,N
M6164,1519669,United States,Lewis Creek Underground Mine,,,"Armstrong Coal Company, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,Abandoned,,Centertown,,Kentucky,Northern America,Americas,"37,351389","-86,993333",Approximate,,,,,,,,,N,N,N
M6165,1202234,United States,Lewis Mine,,,Solar Sources Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Lewis,,Indiana,Northern America,Americas,"39,2875","-87,258333",Approximate,,,,,,,,,N,N,N
M6166,3609704,United States,Lia Coal,,,L & K Coal Company,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,West Cameron,,Pennsylvania,Northern America,Americas,"40,763889","-76,635556",Approximate,,,,,,,,,N,N,N
M6167,4104964,United States,Liberty,,,Luminant Mining Company LLC,,,,,,,Surface,,"15,65",75,Estimate,,,Lignite,,,2023,,Abandoned,,Tatum,,Texas,Northern America,Americas,"32,254167","-96,615278",Approximate,,,,,,,,,N,N,N
M3515,1519068,United States,Liberty Management 8 Mine,,,Liberty Management LLC,,natural persons [100%],USA,"14,7",,2025,Surface,Open Pit,,75,Estimate,0,Exact,Bituminous,,2006,2024,,Unknown,,Hazard,Perry County,Kentucky,North America,Americas,"37,341667","-83,170833",Exact,,,,,,,,,N,N,N
M3516,2200803,United States,Liberty Mine (MS),,,Liberty Fuels Company LLC,,,,,,,Surface,,,75,Estimate,,,Lignite,,,2019,,Abandoned,,DeKalb,,Mississippi,Northern America,Americas,"32,638611","-88,756944",Approximate,,,,,,,,,N,N,N
M6168,4608676,United States,Lick Branch Mine No 2,,,Little Eagle Coal Company LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Jodie,,West Virginia,Northern America,Americas,"38,209167","-81,153333",Approximate,,,,,,,,,N,N,N
M6169,1519596,United States,Lick Fork Mine #1,,,Alden Resources LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Louden,,Kentucky,Northern America,Americas,"36,826389","-84,037778",Approximate,,,,,,,,,N,N,N
M6170,1518365,United States,Liggett #1,,,Dataem Industries Llc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Mary Alice,,Kentucky,Northern America,Americas,"36,749444","-83,343889",Approximate,,,,,,,,,N,N,N
M6171,4604955,United States,Lightfoot No. 2A Mine,,,Rockwell Mining LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2017,,Abandoned,,Wharton,,West Virginia,Northern America,Americas,"37,914444","-81,680833",Approximate,,,,,,,,,N,N,N
M1038,4202241,United States,Lila Canyon Coal Mine,,,Emery County Coal Resources Inc,,American Consolidated Natural Resources Inc,USA,,,,Underground,Longwall,,373,Estimate,137,Exact,Bituminous,,1999,2024,,Abandoned,Uinta Basin,,Emery County,Utah,Northern America,Americas,"39,615848","-110,436869",Exact,,,,,,,,,N,N,N
M6172,3301314,United States,Lions Club,,,"Steuben Coal - Anthony Mining, Ltd.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Bloomingdale,,Ohio,Northern America,Americas,"40,341667","-80,813889",Approximate,,,,,,,,,N,N,N
M6173,103298,United States,Little Goodwin Creek,,,Haley Bros. Coal Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Winfield,,Alabama,Northern America,Americas,"33,974722","-87,647222",Approximate,,,,,,,,,N,N,N
M6174,1519817,United States,Little Round,,,Clay Laurel Mining Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,williamsburg,,Kentucky,Northern America,Americas,"36,681667","-83,923889",Approximate,,,,,,,,,N,N,N
M2527,103444,United States,Little Spring Creek Mine,,,Iron Eagle Land Rehabilitation LLC,,natural persons [100%],USA,15,,2023,Surface,Open Pit,,75,Estimate,0,Exact,Bituminous,,2012,2024,,Unknown,Appalachia,Jasper,Walker County,Alabama,North America,Americas,"33,947197","-87,255157",Exact,,,,,,,,,N,N,N
M6175,3608847,United States,Little Toby Mine,,,Rosebud Mining Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Brockport,,Pennsylvania,Northern America,Americas,"41,270833","-78,713889",Approximate,,,,,,,,,N,N,N
M6176,1202450,United States,Log Creek Underground,,,Triad Mining LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2021,,Abandoned,,Spurgeon,,Indiana,Northern America,Americas,"38,810556","-87,251944",Approximate,,,,,,,,,N,N,N
M6177,3608841,United States,Logansport Mine,,,Rosebud Mining Company,,,,,,,Surface,,"0,24",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Logansport,,Pennsylvania,Northern America,Americas,"40,733056","-79,5825",Approximate,,,,"0,4","34,8",2018,national government data,,N,N,N
M6178,3610042,United States,"Lombardo Bros, Development Co.",,,Lombardo Bros. Development Co.,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Moosic,,Pennsylvania,Northern America,Americas,"41,334722","-75,765278",Approximate,,,,,,,,,N,N,N
M6179,3607772,United States,Lone Eagle Mine,,,Lone Eagle Coal Company Inc,,,,,,,Surface,,"1,33",75,Estimate,,,Anthracite,,,2022,,Abandoned,,Buck Run,,Pennsylvania,Northern America,Americas,"40,715","-76,304167",Approximate,,,,,,,,,N,N,N
M6180,3609259,United States,Lone Eagle West,,,Lone Eagle Coal Co. Inc.,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Branchdale,,Pennsylvania,Northern America,Americas,"40,676111","-76,363611",Approximate,,,,,,,,,N,N,N
M6181,1519021,United States,Long Fork Mine,,,Rhyno Corp LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Virgie,,Kentucky,Northern America,Americas,"37,314167","-82,670278",Approximate,,,,,,,,,N,N,N
M6182,3609468,United States,Long Run,,,Rosebud Mining Company,,,,,,,Surface,,"0,28",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Worthington,,Pennsylvania,Northern America,Americas,"40,863889","-79,617222",Approximate,,,,,,,,,N,N,N
M6183,4407385,United States,Looney Creek,,,Mountain Fuels Inc.,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Appalachia,,Virginia,Northern America,Americas,"36,914167","-82,811389",Approximate,,,,,,,,,N,N,N
M6184,4609360,United States,Lotts Fork Mine,,,Pine Ridge Coal Company LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,Abandoned,,Prenter,,West Virginia,Northern America,Americas,"38,0075","-81,645278",Approximate,,,,,,,,,N,N,N
M6185,4407326,United States,Louis Lowe Surface Mine,,,"Omega Surface Mining, LLC",,,,,,,Surface,,"0,31",75,Estimate,,,Bituminous,,,2023,,,,"Honaker, Va",,Virginia,Northern America,Americas,"37,102778","-82,016944",Approximate,,,,,,,,,N,N,N
